SURVEY_#,SURVEY_ID,AGE,GENDER,RACE,INDIGENOUS GROUP,MARITIAL_STATUS,CHILDREN,YEARS_ACTIVE_GUERILLA,QUESTION 2 (WVS #33),QUESTION 3 (WVS #35),QUESTION 5 (WVS-6 #48),QUESTION 6 (WVS #28),QUESTION 8 (WVS #29),QUESTION 9 (WVS #30),QUESTION 11 (WVS #31),QUESTION 12 (WVS #32),HOMOSEXUALITY,PROSTITUTION,ABORTION,DIVORCE,PREMARITAL_SEX,HUSBAND_HITTING_WIFE,BREADWINNER,FEMALE_GUERILLA_LEADERS,%_WOMEN_IN_UNIT,GROUP_DOMESTIC_TASKS,IND_DOMESTIC_TASKS,SPOUSE_EARN_MORE,LITERATE_PRE_GUERILLA,JOINED_FORMAL_EDUCATION,FEMINIST,PRIOR_POLITICS_KNOWLEDGE,FORMER_TRADITIONAL_MINDSET,COMMON_TO_FALL_IN_LOVE,COMMON_TO_HAVE_SEX,SEX_PERMITTED,ROMANCE_CIVILIANS,COMMON_MEN_OR_WOMEN,BIRTH_CONTROL,PREGNANCY,ABORTION.1,PRE_POST_SEXISM,COMMENTS
96,OP-06,34.0,Female,White,,Co-habitation,2.0,10.0,2.0,2.0,1.0,3,4.0,4.0,4.0,4.0,8.0,1.0,1.0,10.0,3.0,1.0,0,2.0,60%,3.0,3.0,0.0,2.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,4.0,1.0,2.0,3,
97,OP-07,39.0,Male,Indigenous,,Co-habitation,3.0,10.0,0.0,0.0,1.0,3,4.0,4.0,4.0,4.0,10.0,1.0,1.0,10.0,5.0,1.0,0,2.0,70%,3.0,3.0,0.0,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,1.0,1.0,3,
98,OP-08,62.0,Male,Black,,Single,2.0,32.0,2.0,2.0,2.0,3,4.0,4.0,4.0,4.0,8.0,1.0,1.0,10.0,1.0,1.0,0,2.0,70%,3.0,3.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2,
99,OP-09,25.0,Male,Mestizo,,Single,,3.0,2.0,,1.0,1,4.0,4.0,4.0,3.0,1.0,10.0,1.0,3.0,8.0,1.0,0,2.0,70%,3.0,3.0,0.0,2.0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2,
100,OP-10,39.0,Female,Indigenous,,Co-habitation,2.0,14.0,2.0,2.0,2.0,2,4.0,4.0,4.0,3.0,9.0,10.0,1.0,6.0,8.0,1.0,0,2.0,50%,3.0,2.0,0.0,2.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2,
101,OP-11,50.0,Male,Mestizo,,Single,,26.0,2.0,2.0,1.0,3,2.0,4.0,4.0,4.0,10.0,5.0,1.0,10.0,5.0,1.0,0,2.0,20%,3.0,3.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,2,
102,OP-12,29.0,Female,Indigenous,,Single,1.0,16.0,1.0,,1.0,4,4.0,4.0,4.0,4.0,10.0,1.0,6.0,10.0,1.0,1.0,1,2.0,10%,3.0,3.0,0.0,3.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,4.0,1.0,3.0,2,"#34: ""para ninguno"""
103,OP-13,45.0,Male,Other,,Co-habitation,2.0,24.0,2.0,2.0,2.0,4,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,1,3.0,40%,3.0,3.0,0.0,2.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,2,
104,OP-14,39.0,Female,Mestiza,,Single,2.0,20.0,2.0,2.0,1.0,1,4.0,4.0,4.0,4.0,9.0,4.0,1.0,10.0,10.0,1.0,1,3.0,40%,3.0,3.0,0.0,3.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,1.0,0.0,2,
105,OP-15,40.0,Male,White,,Co-habitation,2.0,21.0,2.0,2.0,1.0,4,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,1.0,1,2.0,20%,3.0,3.0,0.0,3.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2,
106,OP-16,43.0,Male,Other,,Co-habitation,1.0,24.0,2.0,2.0,2.0,4,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,1,3.0,,3.0,3.0,0.0,2.0,,,,,,,,,,,,,,"#18: ""ni al contrario"" #21: ""la encuesta si es de reincor poracion no deberia ser buelta ala montania"" #26: ""respeta las desiciones de las persona"""
107,OP-17,61.0,Male,Mestizo,,Co-habitation,3.0,28.0,2.0,1.0,2.0,4,4.0,4.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,1.0,1,1.0,30%,3.0,3.0,0.0,2.0,0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2,
108,OP-18,45.0,Female,White,,Co-habitation,2.0,30.0,1.0,2.0,1.0,3,4.0,4.0,4.0,1.0,10.0,10.0,1.0,7.0,1.0,1.0,0,2.0,30%,3.0,3.0,0.0,3.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,4.0,1.0,1.0,2,"#34: ""no era permitido en ningun tiempo"""
109,OP-19,60.0,Female,White,,Single,2.0,30.0,1.0,1.0,1.0,2,4.0,4.0,4.0,4.0,9.0,6.0,1.0,10.0,1.0,1.0,1,2.0,20%,3.0,3.0,0.0,3.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2,
110,OP-20,38.0,Male,Indigenous,Kankuamo,Co-habitation,2.0,17.0,2.0,2.0,1.0,3,3.0,4.0,4.0,4.0,10.0,4.0,1.0,10.0,10.0,1.0,0,3.0,10%,3.0,3.0,0.0,2.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,2,"#2: ""igualdad"" #9: ""igualda"" #18: ""deberia estar al contrario tambien"""
111,OP-21,26.0,Male,Black,,Single,3.0,10.0,2.0,2.0,1.0,3,4.0,4.0,3.0,3.0,10.0,6.0,1.0,10.0,10.0,1.0,0,3.0,20%,3.0,3.0,0.0,2.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2,
112,OP-22,25.0,Male,"Indigenous, ""Wayu""",Wayu,Co-habitation,2.0,11.0,2.0,2.0,1.0,3,4.0,4.0,4.0,3.0,10.0,10.0,9.0,10.0,10.0,6.0,1,2.0,40%,3.0,3.0,0.0,1.0,1,0.0,,,1.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,2,"#28: ""un poco"""
113,OP-23,25.0,Female,"Indigenous, ""Wayu""",Wayu,Single,,9.0,2.0,2.0,1.0,3,3.0,4.0,4.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,0,1.0,60%,3.0,3.0,0.0,1.0,1,1.0,1.0,,0.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,2,
114,OP-24,43.0,Male,Black,,Co-habitation,,20.0,2.0,2.0,2.0,3,4.0,4.0,4.0,1.0,10.0,10.0,2.0,10.0,1.0,1.0,0,2.0,40%,3.0,3.0,0.0,1.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2,
115,OP-25,43.0,Male,Mestizo,,Married,,16.0,2.0,2.0,1.0,1,4.0,4.0,4.0,4.0,10.0,10.0,10.0,1.0,1.0,1.0,0,2.0,30%,3.0,3.0,0.0,3.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2,
116,OP-26,49.0,Male,"Indigenous, ""Kankuamo""",,Co-habitation,4.0,9.0,1.0,2.0,1.0,4,3.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,10.0,,3.0,40%,3.0,3.0,0.0,3.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,4.0,3.0,1.0,2,"##9: ""igual"" 19: ""iguales"" #34: ""no era prohibido"""
117,OP-27,36.0,Male,"Indigenous, ""Kankuamo""",,Co-habitation,4.0,15.0,1.0,2.0,2.0,3,4.0,4.0,4.0,4.0,1.0,6.0,8.0,10.0,10.0,1.0,1,3.0,60%,3.0,3.0,0.0,3.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2,
118,OP-28,36.0,Male,Black,,Co-habitation,4.0,22.0,1.0,2.0,2.0,1,4.0,4.0,1.0,4.0,5.0,10.0,10.0,10.0,1.0,1.0,1,3.0,70%,3.0,3.0,3.0,1.0,1,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,4.0,1.0,0.0,3,"#33: ""dependiendo quesi una mujer (o) noestaba casada si era permitido"""
119,AP-01,35.0,Female,Indigenous,Kankuamo,Co-habitation,,20.0,2.0,2.0,1.0,2,4.0,3.0,3.0,4.0,10.0,5.0,5.0,10.0,10.0,1.0,1,2.0,30%,3.0,3.0,0.0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2,"#6: ""depende con quien queden la ausencia de la madre es mas Primardial"" #9: ""igual"" #11: ""depende del talentode la pevsana y no del sexo"" #14: ""las necesidades"" #25: ""algo hasta do de primaria"" #29: ""tun eras muy nina"" #32: ""tenian que pedine Permiso al Jefe"" #37: ""En las norma decia que debian cadarse y pasaba tenbin abtener un castigo cano semlarar, recoger camida por nectares"" #38: ""en la guerra todos eran iguales en todo ahora los hombres han dejado las tareas de hogar a las mujeres quieren contribar a tareas de cuidado"""
120,AP-02,28.0,Female,Indigenous,,Co-habitation,2.0,9.0,2.0,2.0,1.0,2,3.0,4.0,4.0,2.0,8.0,6.0,7.0,10.0,10.0,1.0,0,2.0,50%,3.0,3.0,0.0,3.0,0,,0.0,0.0,1.0,1.0,1.0,0.0,,4.0,1.0,1.0,2,"#34: ""no se permitia"""
121,AP-03,39.0,Male,Mestizo,,Co-habitation,1.0,15.0,2.0,2.0,1.0,2,4.0,4.0,4.0,3.0,6.0,5.0,3.0,6.0,7.0,1.0,1,2.0,45%,3.0,3.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,2,"#27: ""cree que puede llegar a ser hembrismo"""
122,AP-04,50.0,Female,Indigenous,,Co-habitation,1.0,30.0,2.0,2.0,1.0,4,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,8.0,1.0,0,2.0,2%,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2,
123,AP-05,49.0,Male,Black,,Co-habitation,14.0,19.0,2.0,2.0,1.0,4,4.0,3.0,4.0,3.0,10.0,10.0,1.0,7.0,10.0,1.0,1,3.0,10%,3.0,3.0,0.0,3.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,3,
124,AP-06,42.0,Male,Mestizo,,Married,,21.0,2.0,2.0,1.0,3,4.0,4.0,3.0,4.0,10.0,7.0,2.0,10.0,10.0,1.0,1,3.0,30%,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,0.0,0.0,3,"#34: ""No se permitia"""
125,AP-07,37.0,Female,White,,Co-habitation,2.0,16.0,2.0,2.0,1.0,1,4.0,3.0,4.0,4.0,10.0,1.0,1.0,10.0,10.0,1.0,0,3.0,80%,3.0,2.0,0.0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,4.0,0.0,1.0,2,"#34: ""No se permitia"""
126,AP-08,30.0,Male,Indigenous,,Single,,17.0,2.0,2.0,1.0,2,2.0,4.0,3.0,4.0,10.0,5.0,1.0,8.0,10.0,1.0,0,2.0,70%,3.0,3.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,4.0,3,
127,AP-09,38.0,Male,Mestizo,,Co-habitation,1.0,18.0,2.0,2.0,1.0,1,4.0,4.0,4.0,4.0,5.0,5.0,1.0,10.0,10.0,1.0,0,,70%,3.0,3.0,0.0,2.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,4.0,0.0,0.0,3,"#20: ""Donde el se encontraba eras todas mujeres"" #34: ""No se permitia"""
128,AP-10,22.0,Female,Indigenous,,Co-habitation,,8.0,2.0,1.0,1.0,2,4.0,4.0,3.0,2.0,10.0,9.0,1.0,8.0,10.0,1.0,0,3.0,20%,3.0,3.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,0.0,4.0,3,"#34: ""No se permitia"""
129,AP-11,51.0,Male,White,,Co-habitation,2.0,24.0,2.0,2.0,1.0,3,4.0,4.0,4.0,3.0,10.0,7.0,3.0,7.0,10.0,1.0,1,2.0,40%,2.0,2.0,0.0,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3,
130,AP-12,38.0,Female,Mestiza,,Co-habitation,2.0,12.0,2.0,2.0,2.0,3,4.0,3.0,3.0,2.0,7.0,3.0,6.0,9.0,8.0,1.0,0,2.0,20%,1.0,1.0,0.0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,4.0,1.0,1.0,1,"#34: ""No se permitian"""
131,AP-13,38.0,Female,Indigenous,,Single,0.0,20.0,2.0,2.0,1.0,4,4.0,4.0,4.0,4.0,10.0,1.0,10.0,10.0,10.0,1.0,1,2.0,60%,2.0,2.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,2,"#34: ""No se permitia"""
132,AP-14,52.0,Male,Black,,Co-habitation,1.0,17.0,2.0,2.0,1.0,3,4.0,4.0,4.0,2.0,9.0,3.0,9.0,10.0,10.0,1.0,0,3.0,40%,3.0,3.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2,
133,AP-15,24.0,Female,Indigenous,,Co-habitation,1.0,9.0,2.0,2.0,1.0,3,4.0,3.0,3.0,2.0,10.0,1.0,1.0,10.0,10.0,1.0,1,2.0,70%,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,3,"#34: ""No se permitia"""
134,AP-16,45.0,Male,Mestizo,,Co-habitation,2.0,18.0,2.0,2.0,2.0,4,3.0,4.0,3.0,3.0,4.0,1.0,6.0,10.0,10.0,1.0,1,2.0,40%,3.0,2.0,0.0,3.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2,
135,AP-17,40.0,Female,Mestiza,,Co-habitation,1.0,23.0,2.0,2.0,1.0,2,4.0,4.0,3.0,3.0,10.0,1.0,6.0,10.0,10.0,1.0,0,2.0,10%,1.0,1.0,0.0,2.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2,"#9: ""igual"" #11: ""iguale, solo las mujeres no han tenido la misma oportunidad que los hombres"" #15: ""bajo ciertas situationes"" #22: ""dependia a la unidad (numero de personas) #34: ""eras sancionables cuando lo hacian"" #35: ""era opcional pero mayormente eras la mujeres era sancionable"" #37: ""era opciomal de cada una"""
136,AP-18,32.0,Female,Other,,Co-habitation,,18.0,2.0,2.0,1.0,2,4.0,4.0,3.0,3.0,10.0,3.0,5.0,10.0,10.0,1.0,0,2.0,2%,1.0,1.0,0.0,3.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,2,"#2: ""iguales"" #9: ""iguales"" #11: ""iguales"" #15: ""bajo circonstancias"" #22: ""las tareas contitianas defendian de la dificultad o estado de salud de la persona"" #25: ""aprendio en casa"" #32: ""con permiso del jefe"" #34: ""no era permitido, si pasaba pero los sancionaban"""
137,AP-19,29.0,Female,Indigenous,Wayuu,Single,,12.0,2.0,2.0,1.0,2,4.0,3.0,4.0,4.0,10.0,4.0,2.0,10.0,10.0,1.0,0,1.0,70%,1.0,1.0,0.0,3.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2,"#2: ""iguales"" #8: ""iguales"" #9: ""iguales"" #14: ""a veces se hace por necesidad"" #32: ""con permiso de jefes"" #33: ""era indisaplina tenia sancion"" #36: ""a veces los anticoncepticos fallaban"""
138,AP-20,41.0,Female,Indigenous,Bari,Co-habitation,3.0,25.0,2.0,1.0,1.0,3,4.0,4.0,4.0,4.0,10.0,1.0,1.0,10.0,10.0,1.0,0,2.0,50%,2.0,2.0,0.0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2,"#22: ""2 horas"" #32: ""con permiso de las tropas y superiores"" #34: ""las mujeres no podian prque despues se iban y los hombres traian a las mujeres a la guerrilla"" #37: ""solo si querian y si lo deseaban tenian que entregarlo a familias civiles"" #38: ""alla todos eran iguales"" "
139,AP-21,36.0,Female,Other,,Single,,20.0,2.0,2.0,1.0,2,4.0,3.0,4.0,4.0,10.0,5.0,3.0,10.0,10.0,1.0,1,2.0,6%,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2,"#2: ""iguales"" #9: ""ambos"" #14: ""por necesidad"" #15: ""bajo ciertas cosas"" #25: ""en casa"" #32: ""permiso de jefes"" #36 ""el anticonceptivo fallaba"""
140,AP-22,45.0,Male,Indigenous,Sinu,Co-habitation,,17.0,2.0,2.0,1.0,3,3.0,4.0,3.0,4.0,10.0,10.0,5.0,10.0,10.0,1.0,0,2.0,40%,1.0,1.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,1.0,2,"#2: ""son iguales"" #5: ""no solo para una mujer"" #8: ""es igual, seria discriminarla, tienen las mesmas capacidades"" #9: ""iguales"" #11: ""las misoras, capacidades hombres y mujeres""  #14: ""a veces toca"" #15: ""solo si es violacion, embarazo de alto riesgo"" #32: ""permiso del Comandante"" #33: ""el reglamento decia que no"" #34: ""ninguno"" #35: ""mujeres hombres"""
141,AP-23,33.0,Female,Indigenous,Wayuu,Co-habitation,2.0,15.0,2.0,2.0,1.0,4,4.0,4.0,3.0,4.0,8.0,6.0,1.0,8.0,10.0,1.0,0,2.0,50%,3.0,1.0,0.0,2.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2,"#9: ""igual"" #11: ""iguales"" #32: ""permiso"" #35: ""solo mujeres"""
142,AP-24,55.0,Male,Mestizo,,Single,3.0,35.0,2.0,2.0,1.0,4,4.0,4.0,4.0,3.0,10.0,6.0,10.0,10.0,10.0,1.0,1,3.0,40%,3.0,3.0,0.0,2.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,2,"#2: ""igual"" #9: ""igual"" #32: ""con permiso al superior"""
143,AP-25,45.0,Female,Mestiza,,Co-habitation,5.0,4.0,2.0,2.0,1.0,3,4.0,4.0,1.0,1.0,5.0,1.0,1.0,6.0,8.0,1.0,0,2.0,30%,2.0,2.0,0.0,3.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1,"#9: ""igual"" #22: ""por iguales"" #23: ""4 horas"" #34: ""no en permitido"" #35: ""mayormente las mujeres"" #37: ""charlas de educadion sexual y reproductivas para prevenir"""
144,AP-26,37.0,Female,Other,,Co-habitation,1.0,18.0,2.0,2.0,1.0,4,4.0,4.0,4.0,4.0,10.0,10.0,6.0,10.0,10.0,1.0,0,2.0,60%,2.0,3.0,0.0,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1,"#2: ""iguales"" #9: ""iguales"" #22: ""6 horas"" #32: ""con permiso del superior"" #34: ""no era permitido"" "
145,AP-27,29.0,Female,White,,Separated,2.0,9.0,1.0,2.0,1.0,4,4.0,3.0,3.0,4.0,6.0,5.0,1.0,5.0,10.0,1.0,1,3.0,40%,1.0,1.0,0.0,2.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,4.0,1.0,0.0,3,"#9: ""para ambos"" #32: ""con permiso de los comandantes"" #34: ""no era permitido"" "
146,AP-28,43.0,Female,Indigenous,Wayuu,Co-habitation,2.0,14.0,2.0,2.0,1.0,4,4.0,4.0,4.0,2.0,10.0,1.0,1.0,10.0,10.0,1.0,0,2.0,60%,1.0,1.0,3.0,3.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2,"#2: ""debe ser igual"" #9: ""ambos"" #26: ""aprendio a leer y escribar en casa"" #32: ""permiso de los jefes"" #34: ""las mujeres no podian era delito"" #35: ""solo mujeres"" #36: ""era delito"" #38: ""cuanod estaban alla habian reglamentes que debian respetar"" "
147,AP-29,32.0,Female,White,,Co-habitation,1.0,18.0,2.0,2.0,1.0,4,4.0,4.0,4.0,4.0,6.0,1.0,1.0,10.0,10.0,1.0,0,2.0,50%,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2,"#2: ""igual"" #9: ""igual"" #22: ""1 hora"" #34: ""no era permitido"" #35: ""las mujeres"""
148,AP-30,39.0,Female,Other,,Single,,23.0,2.0,1.0,1.0,4,4.0,4.0,3.0,4.0,7.0,1.0,1.0,3.0,7.0,1.0,0,2.0,50%,2.0,2.0,0.0,2.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,1.0,3,"#9: ""ambos"" #11: ""igual"" #22: ""4-5 horas"" #32: ""permiso del superior"" #34: ""no se permitido"""
149,AP-31,39.0,Male,Indigenous,Kankuamo,Co-habitation,,20.0,2.0,2.0,2.0,4,4.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,10.0,1.0,0,1.0,40%,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1,"#9: ""iguales"" #32: ""con permiso del superior"" #34: ""no se permitia"""
150,BOG-01,45.0,Female,Mestiza,,Single,,32.0,1.0,1.0,1.0,2,2.0,4.0,4.0,1.0,10.0,1.0,5.0,5.0,3.0,1.0,1,1.0,40%,3.0,1.0,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,,
151,BOG-02,45.0,Female,Mestiza,,Co-habitation,4.0,32.0,1.0,1.0,2.0,3,1.0,3.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,1.0,0,1.0,40%,3.0,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,
152,VUP-01,22.0,Female,Indigenous,Guayu,Single,1.0,5.0,2.0,,2.0,2,4.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,10.0,1.0,,3.0,50%,3.0,3.0,,,,,,,1.0,1.0,0.0,0.0,,4.0,2.0,2.0,,"#19: ""Simpre; siempre lo hacen pero no se justifica"" #28: ""Solo con permiso"" #29: ""Nada"" #30: ""Ninguno"""
153,VUP-02,52.0,Female,Black,,Single,1.0,42.0,2.0,2.0,2.0,Other,,4.0,4.0,1.0,10.0,1.0,1.0,10.0,10.0,1.0,0,3.0,50%,3.0,3.0,0.0,3.0,0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,3.0,2.0,0.0,,"#5: ""ambos"" #21: ""No me parece sueldo digno"" #33: ""casi"""
